Unnamed: 0,Z,Age,Unnamed: 3,Unnamed: 4,Mass,LogL,LogT,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1.0,0.019,63100000.0,7.8,6.37,6.3543,3.6468,3.6099,0.9799,-4.347,-0.259,-1.96,-3.44,-4.212,-4.891,-5.897,-6.707,-6.795,-0.06085
1.0,0.019,63100000.0,7.8,6.45,6.4044,3.5227,3.6433,1.241,-4.037,-0.772,-2.14,-3.44,-4.099,-4.674,-5.529,-6.186,-6.259,-0.05983
1.0,0.019,63100000.0,7.8,6.37,6.3539,3.5918,3.6154,1.0569,-4.21,-0.253,-1.91,-3.36,-4.113,-4.771,-5.752,-6.535,-6.62,-0.06086
1.0,0.019,63100000.0,7.8,6.37,6.3535,3.4679,3.6281,1.2314,-3.9,-0.275,-1.8,-3.18,-3.886,-4.5,-5.419,-6.144,-6.22,-0.06086
1.0,0.019,63100000.0,7.8,6.37,6.3534,3.3642,3.641,1.387,-3.64,-0.378,-1.73,-3.03,-3.69,-4.272,-5.132,-5.803,-5.874,-0.06087
1.0,0.019,63100000.0,7.8,6.37,6.3532,3.3144,3.6563,1.4976,-3.516,-0.634,-1.8,-3.03,-3.637,-4.181,-4.976,-5.584,-5.652,-0.06087
1.0,0.019,63100000.0,7.8,6.37,6.353,3.3288,3.6646,1.5166,-3.552,-0.842,-1.93,-3.11,-3.701,-4.227,-4.987,-5.565,-5.63,-0.06087
1.0,0.019,63100000.0,7.8,6.37,6.3528,3.3836,3.6848,1.5425,-3.689,-1.388,-2.28,-3.36,-3.904,-4.39,-5.063,-5.57,-5.627,-0.06087
1.0,0.019,63100000.0,7.8,6.37,6.3527,3.4248,3.7125,1.6123,-3.792,-2.033,-2.67,-3.6,-4.081,-4.509,-5.068,-5.492,-5.543,-0.06088
1.0,0.019,63100000.0,7.8,6.37,6.3525,3.4544,3.7529,1.7442,-3.866,-2.743,-3.08,-3.8,-4.195,-4.552,-4.974,-5.287,-5.344,-0.06088
1.0,0.019,63100000.0,7.8,6.37,6.3523,3.4761,3.7908,1.874,-3.92,-3.208,-3.41,-3.94,-4.242,-4.527,-4.846,-5.077,-5.125,-0.06088
1.0,0.019,63100000.0,7.8,6.37,6.3521,3.4935,3.8229,1.9852,-3.964,-3.476,-3.69,-4.04,-4.256,-4.461,-4.723,-4.894,-4.918,-0.06088
1.0,0.019,63100000.0,7.8,6.37,6.3519,3.5076,3.851,2.0833,-3.999,-3.667,-3.87,-4.1,-4.247,-4.396,-4.594,-4.713,-4.739,-0.06089
1.0,0.019,63100000.0,7.8,6.37,6.3518,3.5196,3.8761,2.1718,-4.029,-3.812,-4.0,-4.13,-4.225,-4.327,-4.475,-4.554,-4.574,-0.06089
1.0,0.019,63100000.0,7.8,6.36,6.3516,3.5299,3.8987,2.2516,-4.055,-3.933,-4.07,-4.13,-4.191,-4.259,-4.366,-4.421,-4.429,-0.06089
1.0,0.019,63100000.0,7.8,6.36,6.3514,3.5386,3.9189,2.324,-4.077,-4.027,-4.1,-4.12,-4.153,-4.197,-4.262,-4.293,-4.3,-0.06089
1.0,0.019,63100000.0,7.8,6.36,6.3512,3.5458,3.9372,2.3899,-4.095,-4.087,-4.1,-4.08,-4.096,-4.126,-4.163,-4.184,-4.185,-0.0609
1.0,0.019,63100000.0,7.8,6.37,6.3537,3.533,3.621,1.1381,-4.063,-0.25,-1.85,-3.27,-4.003,-4.642,-5.596,-6.352,-6.434,-0.06086
1.0,0.019,63100000.0,7.8,6.45,6.4072,3.5665,3.6599,1.2638,-4.146,-1.26,-2.45,-3.67,-4.281,-4.817,-5.6,-6.19,-6.257,-0.05979
1.0,0.019,63100000.0,7.8,6.45,6.4081,3.5777,3.6724,1.3026,-4.174,-1.562,-2.61,-3.78,-4.352,-4.862,-5.591,-6.135,-6.197,-0.05977
1.0,0.019,63100000.0,7.8,6.45,6.4086,3.5821,3.6805,1.3308,-4.185,-1.749,-2.71,-3.84,-4.39,-4.884,-5.577,-6.092,-6.151,-0.05977
1.0,0.019,63100000.0,7.8,6.62,6.5264,4.3171,3.5525,0.0917,-6.023,-0.867,-2.68,-4.26,-5.288,-6.491,-7.664,-8.446,-8.781,-0.0578
1.0,0.019,63100000.0,7.8,6.62,6.5266,4.3136,3.5529,0.0965,-6.014,-0.866,-2.68,-4.26,-5.285,-6.484,-7.655,-8.44,-8.772,-0.0578
1.0,0.019,63100000.0,7.8,6.61,6.5273,4.2864,3.5555,0.1342,-5.946,-0.858,-2.68,-4.25,-5.261,-6.424,-7.585,-8.388,-8.694,-0.0578
1.0,0.019,63100000.0,7.8,6.61,6.5279,4.259,3.5585,0.1736,-5.878,-0.859,-2.68,-4.26,-5.243,-6.366,-7.513,-8.338,-8.615,-0.05781
1.0,0.019,63100000.0,7.8,6.61,6.5285,4.2311,3.5614,0.2132,-5.808,-0.856,-2.68,-4.25,-5.223,-6.306,-7.44,-8.287,-8.534,-0.05781
1.0,0.019,63100000.0,7.8,6.61,6.5298,4.1849,3.5648,0.273,-5.692,-0.82,-2.65,-4.22,-5.165,-6.201,-7.321,-8.193,-8.406,-0.05782
1.0,0.019,63100000.0,7.8,6.61,6.5306,4.1459,3.5689,0.3286,-5.595,-0.82,-2.65,-4.22,-5.138,-6.118,-7.22,-8.121,-8.294,-0.05783
1.0,0.019,63100000.0,7.8,6.61,6.5313,4.1046,3.5731,0.3868,-5.492,-0.816,-2.65,-4.21,-5.106,-6.029,-7.112,-8.044,-8.175,-0.05784
1.0,0.019,63100000.0,7.8,6.61,6.5318,4.0572,3.5777,0.4526,-5.373,-0.763,-2.59,-4.15,-5.027,-5.909,-6.987,-7.91,-8.028,-0.05785
1.0,0.019,63100000.0,7.8,6.61,6.5321,4.0079,3.5824,0.5207,-5.25,-0.699,-2.52,-4.07,-4.934,-5.781,-6.855,-7.76,-7.873,-0.05786
1.0,0.019,63100000.0,7.8,6.61,6.5322,3.9513,3.5877,0.5984,-5.108,-0.625,-2.43,-3.98,-4.826,-5.635,-6.703,-7.59,-7.697,-0.05787
1.0,0.019,63100000.0,7.8,6.61,6.532,3.8959,3.5927,0.6741,-4.97,-0.557,-2.35,-3.89,-4.721,-5.493,-6.554,-7.424,-7.525,-0.05788
1.0,0.019,63100000.0,7.8,6.61,6.5318,3.8333,3.5986,0.7601,-4.813,-0.486,-2.26,-3.79,-4.602,-5.332,-6.384,-7.236,-7.331,-0.0579
1.0,0.019,63100000.0,7.8,6.61,6.5315,3.7833,3.6035,0.8298,-4.688,-0.445,-2.2,-3.71,-4.509,-5.21,-6.249,-7.084,-7.175,-0.0579
1.0,0.019,63100000.0,7.8,6.6,6.5306,3.7299,3.6091,0.9054,-4.555,-0.434,-2.15,-3.64,-4.414,-5.095,-6.107,-6.918,-7.006,-0.05792
1.0,0.019,63100000.0,7.8,6.6,6.5304,3.7025,3.6118,0.9438,-4.486,-0.429,-2.13,-3.6,-4.364,-5.036,-6.035,-6.834,-6.921,-0.05793
1.0,0.019,63100000.0,7.8,6.6,6.5303,3.6897,3.6134,0.9627,-4.454,-0.431,-2.12,-3.58,-4.343,-5.009,-6.001,-6.793,-6.879,-0.05793
1.0,0.019,63100000.0,7.8,6.45,6.4095,3.5891,3.6955,1.3836,-4.203,-2.083,-2.89,-3.93,-4.453,-4.92,-5.545,-6.013,-6.067,-0.05975
1.0,0.019,63100000.0,7.8,6.46,6.4102,3.5938,3.705,1.417,-4.214,-2.284,-3.0,-3.99,-4.489,-4.935,-5.522,-5.962,-6.015,-0.05974
1.0,0.019,63100000.0,7.8,6.46,6.4116,3.5992,3.7158,1.455,-4.228,-2.505,-3.13,-4.05,-4.527,-4.948,-5.493,-5.905,-5.956,-0.05972
1.0,0.019,63100000.0,7.8,6.49,6.4396,3.686,3.8193,1.784,-4.445,-3.929,-4.16,-4.52,-4.742,-4.954,-5.221,-5.398,-5.425,-0.05931
1.0,0.019,63100000.0,7.8,6.53,6.47,3.7053,3.7978,1.681,-4.493,-3.82,-4.06,-4.54,-4.81,-5.073,-5.382,-5.6,-5.642,-0.05887
1.0,0.019,63100000.0,7.8,6.54,6.4789,3.7089,3.7874,1.6362,-4.502,-3.743,-3.99,-4.52,-4.829,-5.116,-5.444,-5.681,-5.727,-0.05874
1.0,0.019,63100000.0,7.8,6.36,6.351,3.5521,3.9544,2.4523,-4.11,-4.125,-4.08,-4.04,-4.047,-4.058,-4.068,-4.078,-4.077,-0.0609
1.0,0.019,63100000.0,7.8,6.54,6.4849,3.7102,3.7779,1.5972,-4.506,-3.667,-3.92,-4.5,-4.842,-5.153,-5.495,-5.748,-5.798,-0.05865
1.0,0.019,63100000.0,7.8,6.55,6.4931,3.708,3.7556,1.5107,-4.5,-3.391,-3.74,-4.45,-4.834,-5.184,-5.597,-5.899,-5.958,-0.05853
1.0,0.019,63100000.0,7.8,6.56,6.4965,3.7051,3.7431,1.4641,-4.493,-3.211,-3.63,-4.4,-4.816,-5.19,-5.64,-5.972,-6.032,-0.05847
1.0,0.019,63100000.0,7.8,6.56,6.5006,3.6973,3.727,1.4075,-4.473,-2.933,-3.47,-4.33,-4.787,-5.187,-5.692,-6.07,-6.125,-0.05841
1.0,0.019,63100000.0,7.8,6.57,6.5042,3.6814,3.7083,1.349,-4.434,-2.553,-3.25,-4.22,-4.717,-5.156,-5.729,-6.158,-6.212,-0.05836
1.0,0.019,63100000.0,7.8,6.57,6.5087,3.6633,3.6778,1.2455,-4.388,-1.874,-2.88,-4.02,-4.586,-5.085,-5.79,-6.313,-6.373,-0.05828
1.0,0.019,63100000.0,7.8,6.6,6.528,3.6363,3.6209,1.0461,-4.321,-0.475,-2.1,-3.53,-4.261,-4.899,-5.856,-6.613,-6.695,-0.05797
1.0,0.019,63100000.0,7.8,6.55,6.4895,3.7098,3.7666,1.5528,-4.504,-3.533,-3.83,-4.48,-4.842,-5.172,-5.551,-5.828,-5.883,-0.05858
1.0,0.019,63100000.0,7.8,6.36,6.3508,3.5575,3.9704,2.5108,-4.124,-4.146,-4.04,-3.99,-3.988,-3.995,-3.978,-3.988,-3.975,-0.0609
1.0,0.019,63100000.0,7.8,6.45,6.4064,3.5526,3.6523,1.2471,-4.111,-1.057,-2.33,-3.59,-4.218,-4.77,-5.587,-6.205,-6.276,-0.0598
1.0,0.019,63100000.0,7.8,6.36,6.3501,3.5712,4.0244,2.7131,-4.158,-4.152,-3.87,-3.78,-3.765,-3.741,-3.662,-3.65,-3.62,-0.06091
1.0,0.019,63100000.0,7.8,3.0,2.9994,1.9313,4.0765,4.2356,-0.058,0.164,0.481,0.579,0.619,0.677,0.799,0.834,0.863,-0.16809
1.0,0.019,63100000.0,7.8,2.79067,2.7902,1.8062,4.0573,4.2525,0.255,0.452,0.705,0.787,0.825,0.874,0.975,1.009,1.029,-0.18534
1.0,0.019,63100000.0,7.8,2.5,2.4997,1.6194,4.0276,4.2728,0.721,0.89,1.05,1.106,1.129,1.17,1.239,1.268,1.281,-0.215
1.0,0.019,63100000.0,7.8,2.2,2.1998,1.3994,3.99,4.287,1.271,1.425,1.47,1.48,1.488,1.503,1.53,1.539,1.544,-0.2555
1.0,0.019,63100000.0,7.8,2.0,1.9999,1.2326,3.9602,4.2932,1.688,1.85,1.83,1.78,1.764,1.753,1.747,1.74,1.738,-0.29059
1.0,0.019,63100000.0,7.8,1.95,1.9499,1.1873,3.9522,4.2954,1.802,1.968,1.93,1.86,1.842,1.823,1.805,1.794,1.789,-0.30069
1.0,0.019,63100000.0,7.8,1.9,1.8999,1.1445,3.9436,4.2926,1.909,2.085,2.04,1.95,1.916,1.887,1.859,1.84,1.834,-0.31142
1.0,0.019,63100000.0,7.8,1.8,1.7999,1.0457,3.9247,4.2923,2.156,2.345,2.29,2.16,2.09,2.039,1.983,1.947,1.936,-0.335
1.0,0.019,63100000.0,7.8,1.7,1.6999,0.9431,3.9039,4.2871,2.412,2.62,2.58,2.39,2.287,2.198,2.103,2.044,2.034,-0.36188
1.0,0.019,63100000.0,7.8,1.6,1.5999,0.8299,3.8803,4.2793,2.695,2.909,2.93,2.669,2.517,2.373,2.246,2.141,2.123,-0.39274
1.0,0.019,63100000.0,7.8,1.5,1.5,0.7034,3.8556,4.2792,3.012,3.262,3.33,3.0,2.792,2.597,2.419,2.275,2.251,-0.42849
1.0,0.019,63100000.0,7.8,1.4,1.4,0.5738,3.8345,4.2943,3.336,3.659,3.73,3.33,3.085,2.852,2.634,2.449,2.424,-0.47032
1.0,0.019,63100000.0,7.8,1.3,1.3,0.4206,3.8155,4.3394,3.718,4.143,4.19,3.73,3.444,3.184,2.914,2.7,2.668,-0.51981
1.0,0.019,63100000.0,7.8,1.2,1.2,0.2541,3.7958,4.3923,4.135,4.686,4.69,4.16,3.84,3.546,3.235,2.977,2.937,-0.57912
1.0,0.019,63100000.0,7.8,1.15832,1.1583,0.175,3.7869,4.4203,4.333,4.969,4.94,4.37,4.035,3.728,3.392,3.114,3.078,-0.60743
1.0,0.019,63100000.0,7.8,1.1,1.1,0.0494,3.7723,4.4653,4.647,5.429,5.34,4.71,4.347,4.018,3.639,3.329,3.3,-0.65131
1.0,0.019,63100000.0,7.8,1.08124,1.0812,0.0124,3.7679,4.477,4.739,5.569,5.45,4.81,4.44,4.103,3.709,3.392,3.356,-0.66661
1.0,0.019,63100000.0,7.8,6.36,6.3504,3.5657,3.9992,2.6178,-4.144,-4.169,-3.97,-3.89,-3.877,-3.866,-3.817,-3.807,-3.79,-0.06091
1.0,0.019,63100000.0,7.8,0.25,0.25,-2.05,3.5514,5.0375,9.895,14.015,12.8,11.4,10.372,9.301,8.192,7.437,7.235,-4.81335
1.0,0.019,63100000.0,7.8,0.3,0.3,-1.9014,3.5605,5.0045,9.523,13.479,12.3,10.9,9.891,8.885,7.868,7.081,6.869,-3.76316
1.0,0.019,63100000.0,7.8,0.35,0.35,-1.7728,3.5691,4.9773,9.202,13.025,11.8,10.4,9.469,8.518,7.582,6.762,6.539,-3.05615
1.0,0.019,63100000.0,7.8,0.4,0.4,-1.633,3.5769,4.9266,8.852,12.56,11.4,9.97,9.055,8.154,7.257,6.431,6.209,-2.55203
1.0,0.019,63100000.0,7.8,0.45,0.45,-1.5095,3.5859,4.8903,8.544,12.124,11.0,9.61,8.726,7.883,6.961,6.182,5.979,-2.17685
1.0,0.019,63100000.0,7.8,3.5,3.4991,2.1982,4.1157,4.1925,-0.725,-0.417,0.008,0.126,0.176,0.241,0.401,0.448,0.487,-0.13651
1.0,0.019,63100000.0,7.8,0.5,0.5,-1.3905,3.5962,4.8582,8.246,11.685,10.6,9.26,8.407,7.631,6.679,5.952,5.77,-1.88824
1.0,0.019,63100000.0,7.8,0.7,0.7,-0.8785,3.6484,4.7011,6.966,9.604,8.72,7.59,6.883,6.309,5.516,4.843,4.768,-1.1989
1.0,0.019,63100000.0,7.8,0.8,0.8,-0.615,3.6813,4.6273,6.308,8.364,7.68,6.7,6.114,5.615,4.943,4.378,4.315,-1.00114
1.0,0.019,63100000.0,7.8,0.80799,0.808,-0.5946,3.6844,4.6236,6.256,8.262,7.6,6.63,6.055,5.563,4.902,4.348,4.286,-0.9878
1.0,0.019,63100000.0,7.8,0.9,0.9,-0.3722,3.7182,4.5831,5.7,7.181,6.74,5.9,5.425,5.01,4.464,4.019,3.968,-0.85396
1.0,0.019,63100000.0,7.8,0.98008,0.9801,-0.1956,3.7427,4.5416,5.259,6.396,6.13,5.38,4.97,4.592,4.12,3.746,3.706,-0.76114
1.0,0.019,63100000.0,7.8,1.0,1.0,-0.1533,3.7485,4.5312,5.153,6.215,5.99,5.26,4.859,4.492,4.038,3.678,3.638,-0.74074
1.0,0.019,63100000.0,7.8,0.6,0.6,-1.1375,3.6201,4.78,7.614,10.72,9.72,8.46,7.663,6.996,6.097,5.383,5.261,-1.47626
1.0,0.019,63100000.0,7.8,3.58,3.5745,2.2347,4.121,4.1865,-0.817,-0.496,-0.056,0.064,0.115,0.182,0.346,0.395,0.434,-0.13264
1.0,0.019,63100000.0,7.8,0.2,0.2,-2.2372,3.5399,5.0818,10.363,14.681,13.5,12.0,10.962,9.816,8.6,7.875,7.672,-6.50543
1.0,0.019,63100000.0,7.8,6.36,6.3497,3.5744,4.0469,2.8,-4.166,-4.126,-3.79,-3.68,-3.66,-3.628,-3.526,-3.501,-3.475,-0.06092
1.0,0.019,63100000.0,7.8,4.0,3.9985,2.433,4.1484,4.1467,-1.312,-0.923,-0.414,-0.276,-0.223,-0.142,0.04,0.097,0.137,-0.11399
1.0,0.019,63100000.0,7.8,6.36,6.3493,3.5758,4.0671,2.8793,-4.169,-4.091,-3.7,-3.58,-3.557,-3.516,-3.395,-3.367,-3.334,-0.06092
1.0,0.019,63100000.0,7.8,6.36,6.3492,3.5756,4.077,2.9193,-4.169,-4.069,-3.65,-3.53,-3.5,-3.453,-3.324,-3.294,-3.255,-0.06092
1.0,0.019,63100000.0,7.8,6.36,6.3488,3.5739,4.0956,2.9951,-4.165,-4.025,-3.56,-3.43,-3.4,-3.341,-3.193,-3.155,-3.123,-0.06093
1.0,0.019,63100000.0,7.8,6.36,6.3485,3.5702,4.1126,3.0667,-4.156,-3.96,-3.46,-3.32,-3.283,-3.222,-3.063,-3.023,-2.977,-0.06093
1.0,0.019,63100000.0,7.8,6.36,6.348,3.5607,4.1355,3.1681,-4.132,-3.857,-3.31,-3.17,-3.122,-3.053,-2.875,-2.828,-2.784,-0.06094
1.0,0.019,63100000.0,7.8,6.36,6.3476,3.5462,4.1562,3.2653,-4.095,-3.748,-3.17,-3.02,-2.964,-2.886,-2.693,-2.641,-2.592,-0.06094
1.0,0.019,63100000.0,7.8,6.36,6.3472,3.5288,4.1747,3.3564,-4.052,-3.635,-3.03,-2.87,-2.811,-2.728,-2.52,-2.463,-2.41,-0.06095
1.0,0.019,63100000.0,7.8,6.36,6.3469,3.5181,4.1911,3.4329,-4.025,-3.549,-2.91,-2.74,-2.678,-2.592,-2.372,-2.312,-2.257,-0.06095
1.0,0.019,63100000.0,7.8,6.36,6.3461,3.5699,4.2225,3.5067,-4.155,-3.56,-2.87,-2.69,-2.616,-2.518,-2.275,-2.208,-2.148,-0.06096
1.0,0.019,63100000.0,7.8,6.36,6.3461,3.5723,4.2229,3.5057,-4.161,-3.564,-2.88,-2.69,-2.62,-2.522,-2.278,-2.211,-2.151,-0.06096
1.0,0.019,63100000.0,7.8,6.36,6.3446,3.5417,4.2054,3.4663,-4.084,-3.558,-2.9,-2.72,-2.646,-2.555,-2.325,-2.264,-2.204,-0.06098
1.0,0.019,63100000.0,7.8,6.36,6.342,3.5215,4.1906,3.427,-4.034,-3.56,-2.92,-2.75,-2.69,-2.605,-2.385,-2.325,-2.27,-0.06102
1.0,0.019,63100000.0,7.8,6.35,6.333,3.5001,4.1733,3.3789,-3.98,-3.566,-2.96,-2.8,-2.746,-2.664,-2.457,-2.4,-2.348,-0.06114
1.0,0.019,63100000.0,7.8,6.33,6.3196,3.4851,4.1662,3.3644,-3.943,-3.554,-2.96,-2.81,-2.751,-2.671,-2.47,-2.415,-2.364,-0.06131
1.0,0.019,63100000.0,7.8,6.36,6.3465,3.53,4.209,3.4924,-4.055,-3.513,-2.85,-2.67,-2.595,-2.503,-2.27,-2.208,-2.148,-0.06096
1.0,0.019,63100000.0,7.8,6.29,6.2751,3.4542,4.1657,3.3903,-3.865,-3.476,-2.89,-2.73,-2.677,-2.596,-2.396,-2.341,-2.29,-0.06191
1.0,0.019,63100000.0,7.8,6.32,6.3051,3.4736,4.1642,3.3669,-3.914,-3.531,-2.95,-2.79,-2.734,-2.654,-2.455,-2.401,-2.35,-0.06151
1.0,0.019,63100000.0,7.8,4.5,4.4977,2.6551,4.1752,4.0827,-1.868,-1.393,-0.819,-0.671,-0.611,-0.522,-0.322,-0.261,-0.213,-0.09724
1.0,0.019,63100000.0,7.8,4.58,4.5793,2.6902,4.179,4.0708,-1.955,-1.468,-0.887,-0.736,-0.675,-0.585,-0.382,-0.321,-0.271,-0.0949
1.0,0.019,63100000.0,7.8,4.92,4.9176,2.8348,4.1927,4.0115,-2.317,-1.79,-1.18,-1.02,-0.954,-0.864,-0.647,-0.586,-0.531,-0.08618
1.0,0.019,63100000.0,7.8,5.0,4.9964,2.8687,4.1952,3.9949,-2.402,-1.867,-1.25,-1.09,-1.023,-0.933,-0.713,-0.653,-0.596,-0.08434
1.0,0.019,63100000.0,7.8,5.45,5.4455,3.0596,4.2051,3.8811,-2.879,-2.321,-1.68,-1.51,-1.44,-1.349,-1.119,-1.059,-0.999,-0.07507
1.0,0.019,63100000.0,7.8,5.65,5.644,3.1468,4.2056,3.8111,-3.097,-2.543,-1.9,-1.73,-1.655,-1.565,-1.334,-1.274,-1.214,-0.07151
1.0,0.019,63100000.0,7.8,5.21,5.2106,2.959,4.2012,3.9467,-2.627,-2.077,-1.45,-1.28,-1.212,-1.123,-0.896,-0.836,-0.777,-0.07969
1.0,0.019,63100000.0,7.8,4.13,4.1277,2.4912,4.1559,4.1323,-1.458,-1.044,-0.517,-0.377,-0.322,-0.239,-0.052,0.007,0.049,-0.1092
1.0,0.019,63100000.0,7.8,5.96,5.9547,3.2909,4.197,3.6558,-3.457,-2.944,-2.31,-2.14,-2.07,-1.982,-1.758,-1.698,-1.641,-0.06649
1.0,0.019,63100000.0,7.8,6.0,5.9912,3.309,4.1944,3.6302,-3.503,-3.0,-2.37,-2.2,-2.131,-2.044,-1.822,-1.762,-1.706,-0.06594
1.0,0.019,63100000.0,7.8,6.09,6.0829,3.3531,4.188,3.5668,-3.613,-3.136,-2.51,-2.35,-2.283,-2.198,-1.981,-1.921,-1.867,-0.06459
1.0,0.019,63100000.0,7.8,6.2,6.1877,3.406,4.1767,3.4762,-3.745,-3.312,-2.71,-2.55,-2.489,-2.408,-2.198,-2.139,-2.088,-0.06311
1.0,0.019,63100000.0,7.8,6.24,6.2334,3.4304,4.1708,3.4314,-3.806,-3.396,-2.8,-2.64,-2.586,-2.506,-2.301,-2.244,-2.193,-0.06248
1.0,0.019,63100000.0,7.8,5.82,5.812,3.2233,4.2028,3.7364,-3.288,-2.75,-2.11,-1.93,-1.864,-1.774,-1.545,-1.485,-1.426,-0.06872
1.0,0.019,70800000.0,7.85,6.04,6.0254,3.8133,3.5913,0.7157,-4.763,-0.337,-2.13,-3.67,-4.505,-5.288,-6.35,-7.226,-7.329,-0.06534
1.0,0.019,70800000.0,7.85,6.04,6.0235,3.6033,3.6091,0.9968,-4.238,-0.136,-1.84,-3.32,-4.098,-4.78,-5.789,-6.604,-6.692,-0.0654
1.0,0.019,70800000.0,7.85,6.04,6.024,3.6606,3.604,0.9192,-4.382,-0.164,-1.91,-3.41,-4.206,-4.906,-5.94,-6.777,-6.867,-0.06539
1.0,0.019,70800000.0,7.85,6.04,6.0244,3.7204,3.599,0.8395,-4.531,-0.221,-1.99,-3.51,-4.322,-5.051,-6.1,-6.953,-7.048,-0.06538
1.0,0.019,70800000.0,7.85,6.03881,6.0247,3.7775,3.5944,0.7638,-4.674,-0.293,-2.078,-3.608,-4.435,-5.196,-6.253,-7.12,-7.22,-0.06537
1.0,0.019,70800000.0,7.85,6.05,6.0292,3.7591,3.5966,0.7916,-4.628,-0.279,-2.06,-3.58,-4.404,-5.149,-6.202,-7.062,-7.159,-0.06517
1.0,0.019,70800000.0,7.85,6.1,6.0675,3.3889,3.6396,1.3366,-3.702,-0.388,-1.77,-3.08,-3.745,-4.331,-5.198,-5.874,-5.946,-0.06442
1.0,0.019,70800000.0,7.85,6.06,6.0345,3.6414,3.6072,0.9521,-4.333,-0.185,-1.91,-3.4,-4.18,-4.869,-5.887,-6.709,-6.798,-0.06502
1.0,0.019,70800000.0,7.85,6.07,6.0377,3.5802,3.6128,1.0359,-4.181,-0.165,-1.84,-3.3,-4.066,-4.734,-5.726,-6.523,-6.609,-0.06495
1.0,0.019,70800000.0,7.85,6.07,6.0415,3.5203,3.6185,1.1188,-4.031,-0.158,-1.78,-3.21,-3.955,-4.602,-5.568,-6.337,-6.42,-0.06487
1.0,0.019,70800000.0,7.85,6.08,6.0464,3.4661,3.6241,1.1958,-3.895,-0.169,-1.74,-3.14,-3.856,-4.484,-5.422,-6.165,-6.244,-0.06478
1.0,0.019,70800000.0,7.85,6.09,6.0547,3.4136,3.6309,1.2761,-3.764,-0.224,-1.71,-3.07,-3.763,-4.372,-5.277,-5.99,-6.065,-0.06464
1.0,0.019,70800000.0,7.85,6.04,6.023,3.5451,3.6148,1.0777,-4.093,-0.129,-1.79,-3.24,-3.992,-4.652,-5.635,-6.422,-6.508,-0.06541
1.0,0.019,70800000.0,7.85,6.06,6.0319,3.6985,3.6022,0.8747,-4.476,-0.215,-1.97,-3.49,-4.288,-4.995,-6.038,-6.881,-6.973,-0.06508
