Unnamed: 0,Z,Age,Unnamed: 3,Unnamed: 4,Mass,LogL,LogT,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1.0,0.0004,63100000.0,7.8,2.0,1.9998,1.4878,4.1105,4.6393,1.05,1.501,1.86,1.95,2.0,2.058,2.195,2.237,2.267,-0.29059
1.0,0.0004,63100000.0,7.8,2.2,2.1998,1.6476,4.1398,4.6378,0.651,1.188,1.61,1.72,1.774,1.848,2.006,2.055,2.093,-0.2555
1.0,0.0004,63100000.0,7.8,2.5,2.4997,1.8559,4.1752,4.6267,0.13,0.775,1.28,1.41,1.465,1.548,1.737,1.794,1.837,-0.215
1.0,0.0004,63100000.0,7.8,2.55,2.5511,1.8882,4.1803,4.6237,0.05,0.712,1.23,1.36,1.417,1.501,1.694,1.752,1.795,-0.20918
1.0,0.0004,63100000.0,7.8,3.0,2.9994,2.1497,4.2204,4.5928,-0.604,0.203,0.793,0.947,1.018,1.114,1.335,1.402,1.453,-0.16809
1.0,0.0004,63100000.0,7.8,3.19963,3.1989,2.2517,4.2345,4.5754,-0.859,0.0,0.618,0.778,0.851,0.953,1.183,1.254,1.307,-0.15409
1.0,0.0004,63100000.0,7.8,3.5,3.499,2.397,4.2535,4.5447,-1.223,-0.296,0.36,0.528,0.608,0.717,0.956,1.027,1.087,-0.13651
1.0,0.0004,63100000.0,7.8,3.72,3.718,2.4949,4.2657,4.5221,-1.467,-0.501,0.177,0.355,0.435,0.549,0.798,0.869,0.933,-0.12577
1.0,0.0004,63100000.0,7.8,4.0,3.9985,2.6158,4.2795,4.4881,-1.769,-0.758,-0.057,0.133,0.213,0.333,0.594,0.664,0.734,-0.11399
1.0,0.0004,63100000.0,7.8,4.15,4.1454,2.675,4.286,4.4707,-1.918,-0.884,-0.17,0.023,0.107,0.227,0.49,0.563,0.633,-0.10857
1.0,0.0004,63100000.0,7.8,4.49,4.4852,2.8078,4.2996,4.4263,-2.25,-1.169,-0.429,-0.229,-0.14,-0.02,0.249,0.329,0.399,-0.0976
1.0,0.0004,63100000.0,7.8,4.5,4.4978,2.8126,4.3,4.4245,-2.262,-1.18,-0.438,-0.239,-0.149,-0.029,0.24,0.32,0.39,-0.09724
1.0,0.0004,63100000.0,7.8,1.7,1.6999,1.2065,4.0538,4.6229,1.754,2.079,2.29,2.34,2.367,2.409,2.496,2.522,2.542,-0.36188
1.0,0.0004,63100000.0,7.8,1.6,1.5999,1.0974,4.0303,4.6118,2.027,2.311,2.46,2.49,2.511,2.536,2.605,2.625,2.64,-0.39274
1.0,0.0004,63100000.0,7.8,1.54041,1.5403,1.0279,4.0151,4.6041,2.2,2.467,2.57,2.58,2.6,2.617,2.668,2.685,2.695,-0.41339
1.0,0.0004,63100000.0,7.8,1.5,1.4999,0.9793,4.0046,4.5993,2.322,2.582,2.66,2.65,2.666,2.678,2.715,2.727,2.735,-0.42849
1.0,0.0004,63100000.0,7.8,6.15,6.1366,3.6477,3.9937,2.499,-4.349,-4.311,-4.12,-4.05,-4.054,-4.059,-4.025,-4.031,-4.011,-0.06385
1.0,0.0004,63100000.0,7.8,0.25,0.25,-1.7956,3.6285,5.0916,9.259,11.724,11.1,9.94,9.227,8.567,7.764,7.163,7.011,-4.81335
1.0,0.0004,63100000.0,7.8,0.3,0.3,-1.6572,3.6372,5.0672,8.913,11.211,10.6,9.53,8.856,8.224,7.449,6.859,6.718,-3.76316
1.0,0.0004,63100000.0,7.8,0.35,0.35,-1.5357,3.6446,5.0422,8.609,10.765,10.2,9.18,8.532,7.923,7.174,6.592,6.461,-3.05615
1.0,0.0004,63100000.0,7.8,0.4,0.4,-1.4185,3.6513,5.0098,8.316,10.34,9.83,8.84,8.221,7.635,6.909,6.336,6.214,-2.55203
1.0,0.0004,63100000.0,7.8,0.45,0.45,-1.2812,3.6596,4.9569,7.973,9.856,9.4,8.45,7.857,7.295,6.592,6.035,5.92,-2.17685
1.0,0.0004,63100000.0,7.8,0.5,0.5,-1.1511,3.6693,4.9113,7.648,9.371,8.99,8.07,7.509,6.971,6.295,5.757,5.651,-1.88824
